epoch,is_train,cpu_time_str,cpu_time_total_str,device_time_str,device_time_total_str,self_cpu_time_total_str,self_device_time_total_str
3,False,79.771ms,3.510s,77.358ms,3.404s,16.431ms,0.000us
3,False,0.000us,0.000us,2.820ms,124.074ms,0.000us,124.074ms
4,True,73.574ms,3.679s,66.243ms,3.312s,22.687ms,0.000us
4,True,0.000us,0.000us,2.293ms,114.654ms,0.000us,114.654ms
4,False,79.924ms,3.517s,77.199ms,3.397s,18.783ms,0.000us
4,False,0.000us,0.000us,2.886ms,126.983ms,0.000us,126.983ms
6,True,210.329ms,10.516s,76.319ms,3.816s,39.881ms,0.000us
6,True,0.000us,0.000us,6.877ms,343.834ms,0.000us,343.834ms
6,False,90.186ms,3.968s,82.788ms,3.643s,24.822ms,0.000us
6,False,0.000us,0.000us,8.987ms,395.415ms,0.000us,395.415ms
5,True,202.335ms,10.117s,73.593ms,3.680s,27.837ms,0.000us
5,True,0.000us,0.000us,2.288ms,114.388ms,0.000us,114.388ms
5,False,78.720ms,3.464s,76.420ms,3.362s,15.399ms,0.000us
5,False,0.000us,0.000us,2.889ms,127.095ms,0.000us,127.095ms
7,True,210.682ms,10.534s,76.588ms,3.829s,38.581ms,0.000us
7,True,0.000us,0.000us,7.143ms,357.156ms,0.000us,357.156ms
7,False,89.656ms,3.945s,82.596ms,3.634s,24.349ms,0.000us
7,False,0.000us,0.000us,8.751ms,385.055ms,0.000us,385.055ms
6,True,202.064ms,10.103s,73.425ms,3.671s,28.815ms,0.000us
6,True,0.000us,0.000us,2.298ms,114.892ms,0.000us,114.892ms
6,False,78.565ms,3.457s,75.926ms,3.341s,18.232ms,0.000us
6,False,0.000us,0.000us,2.859ms,125.789ms,0.000us,125.789ms
8,True,210.882ms,10.544s,76.507ms,3.825s,39.740ms,0.000us
8,True,0.000us,0.000us,7.101ms,355.066ms,0.000us,355.066ms
8,False,90.207ms,3.969s,82.847ms,3.645s,23.934ms,0.000us
8,False,0.000us,0.000us,9.032ms,397.404ms,0.000us,397.404ms
7,True,202.029ms,10.101s,73.172ms,3.659s,26.094ms,0.000us
7,True,0.000us,0.000us,2.292ms,114.592ms,0.000us,114.592ms
7,False,78.493ms,3.454s,76.200ms,3.353s,15.351ms,0.000us
7,False,0.000us,0.000us,2.853ms,125.524ms,0.000us,125.524ms
9,True,210.093ms,10.505s,76.456ms,3.823s,38.322ms,0.000us
9,True,0.000us,0.000us,7.055ms,352.772ms,0.000us,352.772ms
9,False,89.963ms,3.958s,82.681ms,3.638s,25.079ms,0.000us
9,False,0.000us,0.000us,8.896ms,391.438ms,0.000us,391.438ms
8,True,202.324ms,10.116s,73.193ms,3.660s,28.228ms,0.000us
8,True,0.000us,0.000us,2.289ms,114.443ms,0.000us,114.443ms
8,False,78.314ms,3.446s,75.664ms,3.329s,17.877ms,0.000us
8,False,0.000us,0.000us,2.825ms,124.299ms,0.000us,124.299ms
10,True,210.237ms,10.512s,76.377ms,3.819s,38.498ms,0.000us
10,True,0.000us,0.000us,6.986ms,349.279ms,0.000us,349.279ms
10,False,90.253ms,3.971s,82.904ms,3.648s,24.525ms,0.000us
10,False,0.000us,0.000us,9.091ms,400.006ms,0.000us,400.006ms
10,False,89.848ms,3.953s,82.210ms,3.617s,24.894ms,0.000us
10,False,0.000us,0.000us,8.629ms,379.675ms,0.000us,379.675ms
9,True,201.757ms,10.088s,73.154ms,3.658s,34.111ms,0.000us
9,True,0.000us,0.000us,2.285ms,114.227ms,0.000us,114.227ms
9,False,78.495ms,3.454s,76.176ms,3.352s,15.478ms,0.000us
9,False,0.000us,0.000us,2.842ms,125.052ms,0.000us,125.052ms
10,True,78.785ms,3.939s,68.768ms,3.438s,30.540ms,0.000us
10,True,0.000us,0.000us,7.119ms,355.926ms,0.000us,355.926ms
10,False,90.673ms,3.990s,83.009ms,3.652s,25.090ms,0.000us
10,False,0.000us,0.000us,8.891ms,391.219ms,0.000us,391.219ms
10,True,78.571ms,3.929s,68.975ms,3.449s,29.626ms,0.000us
10,True,0.000us,0.000us,7.091ms,354.564ms,0.000us,354.564ms
10,False,90.455ms,3.980s,83.060ms,3.655s,24.898ms,0.000us
10,False,0.000us,0.000us,8.963ms,394.380ms,0.000us,394.380ms
10,True,78.138ms,3.907s,68.920ms,3.446s,28.370ms,0.000us
10,True,0.000us,0.000us,7.082ms,354.088ms,0.000us,354.088ms
10,False,90.464ms,3.980s,82.941ms,3.649s,24.469ms,0.000us
10,False,0.000us,0.000us,8.900ms,391.607ms,0.000us,391.607ms
10,True,202.163ms,10.108s,73.218ms,3.661s,25.437ms,0.000us
10,True,0.000us,0.000us,2.294ms,114.683ms,0.000us,114.683ms
10,False,78.298ms,3.445s,75.918ms,3.340s,16.032ms,0.000us
10,False,0.000us,0.000us,2.811ms,123.674ms,0.000us,123.674ms
10,False,77.148ms,3.395s,74.838ms,3.293s,15.477ms,0.000us
10,False,0.000us,0.000us,2.804ms,123.387ms,0.000us,123.387ms
10,True,78.482ms,3.924s,69.006ms,3.450s,29.778ms,0.000us
10,True,0.000us,0.000us,7.102ms,355.114ms,0.000us,355.114ms
10,False,90.712ms,3.991s,83.095ms,3.656s,25.409ms,0.000us
10,False,0.000us,0.000us,9.020ms,396.891ms,0.000us,396.891ms
10,True,69.585ms,3.479s,65.211ms,3.261s,20.232ms,0.000us
10,True,0.000us,0.000us,2.286ms,114.302ms,0.000us,114.302ms
10,False,79.366ms,3.492s,76.987ms,3.387s,15.612ms,0.000us
10,False,0.000us,0.000us,2.870ms,126.295ms,0.000us,126.295ms
10,True,78.393ms,3.920s,68.967ms,3.448s,29.965ms,0.000us
10,True,0.000us,0.000us,7.167ms,358.364ms,0.000us,358.364ms
10,False,91.318ms,4.018s,83.397ms,3.669s,27.107ms,0.000us
10,False,0.000us,0.000us,9.456ms,416.082ms,0.000us,416.082ms
10,True,70.558ms,3.528s,66.072ms,3.304s,22.448ms,0.000us
10,True,0.000us,0.000us,2.301ms,115.074ms,0.000us,115.074ms
10,False,79.414ms,3.494s,76.956ms,3.386s,15.781ms,0.000us
10,False,0.000us,0.000us,2.841ms,125.020ms,0.000us,125.020ms
10,True,83.038ms,4.152s,70.187ms,3.509s,38.883ms,0.000us
10,True,0.000us,0.000us,8.746ms,437.321ms,0.000us,437.321ms
10,False,90.613ms,3.987s,83.351ms,3.667s,25.741ms,0.000us
10,False,0.000us,0.000us,9.371ms,412.322ms,0.000us,412.322ms
10,True,70.607ms,3.530s,66.234ms,3.312s,20.438ms,0.000us
10,True,0.000us,0.000us,2.297ms,114.842ms,0.000us,114.842ms
10,False,79.689ms,3.506s,77.269ms,3.400s,16.139ms,0.000us
10,False,0.000us,0.000us,2.848ms,125.318ms,0.000us,125.318ms
10,True,78.558ms,3.928s,68.902ms,3.445s,30.759ms,0.000us
10,True,0.000us,0.000us,7.100ms,354.978ms,0.000us,354.978ms
10,False,90.573ms,3.985s,83.106ms,3.657s,25.554ms,0.000us
10,False,0.000us,0.000us,9.085ms,399.758ms,0.000us,399.758ms
10,True,70.659ms,3.533s,66.259ms,3.313s,21.598ms,0.000us
10,True,0.000us,0.000us,2.276ms,113.804ms,0.000us,113.804ms
10,False,79.293ms,3.489s,76.904ms,3.384s,16.141ms,0.000us
10,False,0.000us,0.000us,2.841ms,124.984ms,0.000us,124.984ms
10,True,78.777ms,3.939s,69.114ms,3.456s,31.424ms,0.000us
10,True,0.000us,0.000us,7.268ms,363.415ms,0.000us,363.415ms
10,False,90.669ms,3.989s,83.086ms,3.656s,25.795ms,0.000us
10,False,0.000us,0.000us,9.081ms,399.583ms,0.000us,399.583ms
10,True,71.077ms,3.554s,66.211ms,3.311s,23.257ms,0.000us
10,True,0.000us,0.000us,2.309ms,115.442ms,0.000us,115.442ms
10,False,79.183ms,3.484s,76.787ms,3.379s,16.370ms,0.000us
10,False,0.000us,0.000us,2.802ms,123.286ms,0.000us,123.286ms
10,True,78.436ms,3.922s,68.970ms,3.448s,29.259ms,0.000us
10,True,0.000us,0.000us,7.082ms,354.112ms,0.000us,354.112ms
10,True,70.588ms,3.529s,66.140ms,3.307s,21.220ms,0.000us
10,True,0.000us,0.000us,2.277ms,113.852ms,0.000us,113.852ms
10,False,79.213ms,3.485s,76.925ms,3.385s,15.174ms,0.000us
10,False,0.000us,0.000us,2.894ms,127.329ms,0.000us,127.329ms
10,False,90.442ms,3.979s,83.175ms,3.660s,24.943ms,0.000us
10,False,0.000us,0.000us,9.183ms,404.043ms,0.000us,404.043ms
10,True,70.643ms,3.532s,66.171ms,3.309s,21.200ms,0.000us
10,True,0.000us,0.000us,2.253ms,112.667ms,0.000us,112.667ms
10,False,79.556ms,3.500s,77.008ms,3.388s,15.867ms,0.000us
10,False,0.000us,0.000us,2.869ms,126.245ms,0.000us,126.245ms
10,True,78.751ms,3.938s,69.164ms,3.458s,30.082ms,0.000us
10,True,0.000us,0.000us,7.311ms,365.564ms,0.000us,365.564ms
10,False,91.759ms,4.037s,83.627ms,3.680s,28.097ms,0.000us
10,False,0.000us,0.000us,9.681ms,425.970ms,0.000us,425.970ms
10,True,70.591ms,3.530s,66.151ms,3.308s,22.261ms,0.000us
10,True,0.000us,0.000us,2.290ms,114.518ms,0.000us,114.518ms
10,False,79.424ms,3.495s,76.963ms,3.386s,15.989ms,0.000us
10,False,0.000us,0.000us,2.807ms,123.506ms,0.000us,123.506ms
10,True,80.915ms,4.046s,69.665ms,3.483s,34.678ms,0.000us
10,True,0.000us,0.000us,8.014ms,400.723ms,0.000us,400.723ms
10,False,90.746ms,3.993s,83.122ms,3.657s,25.808ms,0.000us
10,False,0.000us,0.000us,9.103ms,400.542ms,0.000us,400.542ms
10,True,70.618ms,3.531s,66.139ms,3.307s,20.757ms,0.000us
10,True,0.000us,0.000us,2.269ms,113.471ms,0.000us,113.471ms
10,False,79.356ms,3.492s,76.927ms,3.385s,15.803ms,0.000us
10,False,0.000us,0.000us,2.856ms,125.678ms,0.000us,125.678ms
10,True,78.799ms,3.940s,69.149ms,3.457s,30.568ms,0.000us
10,True,0.000us,0.000us,7.401ms,370.050ms,0.000us,370.050ms
10,False,90.860ms,3.998s,83.287ms,3.665s,25.036ms,0.000us
10,False,0.000us,0.000us,9.324ms,410.259ms,0.000us,410.259ms
10,True,70.747ms,3.537s,66.084ms,3.304s,21.509ms,0.000us
10,True,0.000us,0.000us,2.261ms,113.038ms,0.000us,113.038ms
10,False,79.673ms,3.506s,76.943ms,3.386s,18.521ms,0.000us
10,False,0.000us,0.000us,2.803ms,123.314ms,0.000us,123.314ms
10,True,79.183ms,3.959s,69.380ms,3.469s,30.636ms,0.000us
10,True,0.000us,0.000us,7.607ms,380.370ms,0.000us,380.370ms
10,False,90.292ms,3.973s,83.232ms,3.662s,24.915ms,0.000us
10,False,0.000us,0.000us,9.199ms,404.736ms,0.000us,404.736ms
10,True,71.115ms,3.556s,65.812ms,3.291s,25.101ms,0.000us
10,True,0.000us,0.000us,2.230ms,111.482ms,0.000us,111.482ms
10,False,79.495ms,3.498s,77.028ms,3.389s,16.297ms,0.000us
10,False,0.000us,0.000us,2.810ms,123.638ms,0.000us,123.638ms
10,True,78.466ms,3.923s,68.914ms,3.446s,29.964ms,0.000us
10,True,0.000us,0.000us,7.099ms,354.940ms,0.000us,354.940ms
10,False,90.801ms,3.995s,83.322ms,3.666s,25.712ms,0.000us
10,False,0.000us,0.000us,9.275ms,408.107ms,0.000us,408.107ms
10,True,70.617ms,3.531s,66.252ms,3.313s,21.163ms,0.000us
10,True,0.000us,0.000us,2.330ms,116.525ms,0.000us,116.525ms
10,False,79.330ms,3.491s,76.958ms,3.386s,15.688ms,0.000us
10,False,0.000us,0.000us,2.857ms,125.708ms,0.000us,125.708ms
10,True,78.674ms,3.934s,69.046ms,3.452s,30.311ms,0.000us
10,True,0.000us,0.000us,7.292ms,364.589ms,0.000us,364.589ms
10,True,70.542ms,3.527s,66.180ms,3.309s,20.991ms,0.000us
10,True,0.000us,0.000us,2.290ms,114.491ms,0.000us,114.491ms
10,False,91.047ms,4.006s,83.591ms,3.678s,25.828ms,0.000us
10,False,0.000us,0.000us,9.630ms,423.709ms,0.000us,423.709ms
10,False,79.356ms,3.492s,76.992ms,3.388s,16.085ms,0.000us
10,False,0.000us,0.000us,2.832ms,124.597ms,0.000us,124.597ms
10,True,70.513ms,3.526s,66.105ms,3.305s,20.348ms,0.000us
10,True,0.000us,0.000us,2.263ms,113.141ms,0.000us,113.141ms
10,False,79.625ms,3.503s,77.240ms,3.399s,15.642ms,0.000us
10,False,0.000us,0.000us,2.898ms,127.500ms,0.000us,127.500ms
10,True,78.776ms,3.939s,69.053ms,3.453s,30.339ms,0.000us
10,True,0.000us,0.000us,7.193ms,359.666ms,0.000us,359.666ms
10,False,90.579ms,3.985s,83.121ms,3.657s,25.986ms,0.000us
10,False,0.000us,0.000us,9.072ms,399.166ms,0.000us,399.166ms
10,True,70.369ms,3.518s,66.064ms,3.303s,20.749ms,0.000us
10,True,0.000us,0.000us,2.310ms,115.485ms,0.000us,115.485ms
10,False,79.413ms,3.494s,76.988ms,3.387s,16.242ms,0.000us
10,False,0.000us,0.000us,2.834ms,124.699ms,0.000us,124.699ms
10,True,78.797ms,3.940s,69.097ms,3.455s,30.569ms,0.000us
10,True,0.000us,0.000us,7.357ms,367.857ms,0.000us,367.857ms
10,False,90.744ms,3.993s,83.381ms,3.669s,25.444ms,0.000us
10,False,0.000us,0.000us,9.413ms,414.158ms,0.000us,414.158ms
10,True,70.648ms,3.532s,66.146ms,3.307s,22.629ms,0.000us
10,True,0.000us,0.000us,2.272ms,113.600ms,0.000us,113.600ms
10,False,79.459ms,3.496s,77.002ms,3.388s,16.386ms,0.000us
10,False,0.000us,0.000us,2.809ms,123.596ms,0.000us,123.596ms
10,True,78.721ms,3.936s,69.109ms,3.455s,30.967ms,0.000us
10,True,0.000us,0.000us,7.366ms,368.301ms,0.000us,368.301ms
10,False,90.413ms,3.978s,83.080ms,3.656s,25.491ms,0.000us
10,False,0.000us,0.000us,9.025ms,397.096ms,0.000us,397.096ms
10,True,70.653ms,3.533s,66.144ms,3.307s,21.516ms,0.000us
10,True,0.000us,0.000us,2.320ms,116.017ms,0.000us,116.017ms
10,False,79.199ms,3.485s,76.833ms,3.381s,15.846ms,0.000us
10,False,0.000us,0.000us,2.880ms,126.721ms,0.000us,126.721ms
10,True,79.046ms,3.952s,69.202ms,3.460s,31.159ms,0.000us
10,True,0.000us,0.000us,7.405ms,370.255ms,0.000us,370.255ms
10,False,95.469ms,4.201s,85.429ms,3.759s,33.209ms,0.000us
10,False,0.000us,0.000us,11.801ms,519.264ms,0.000us,519.264ms
10,True,70.573ms,3.529s,66.237ms,3.312s,20.398ms,0.000us
10,True,0.000us,0.000us,2.258ms,112.907ms,0.000us,112.907ms
10,False,79.466ms,3.497s,76.978ms,3.387s,16.632ms,0.000us
10,False,0.000us,0.000us,2.892ms,127.232ms,0.000us,127.232ms
10,True,83.191ms,4.160s,70.723ms,3.536s,38.453ms,0.000us
10,True,0.000us,0.000us,9.234ms,461.722ms,0.000us,461.722ms
10,False,90.961ms,4.002s,83.436ms,3.671s,26.092ms,0.000us
10,False,0.000us,0.000us,9.392ms,413.248ms,0.000us,413.248ms
10,True,70.636ms,3.532s,66.231ms,3.312s,20.997ms,0.000us
10,True,0.000us,0.000us,2.312ms,115.588ms,0.000us,115.588ms
10,False,79.291ms,3.489s,76.922ms,3.385s,15.801ms,0.000us
10,False,0.000us,0.000us,2.866ms,126.115ms,0.000us,126.115ms
10,True,70.468ms,3.523s,66.179ms,3.309s,20.150ms,0.000us
10,True,0.000us,0.000us,2.246ms,112.300ms,0.000us,112.300ms
10,False,79.468ms,3.497s,76.976ms,3.387s,16.479ms,0.000us
10,False,0.000us,0.000us,2.901ms,127.633ms,0.000us,127.633ms
11,True,211.381ms,10.569s,77.032ms,3.852s,38.365ms,0.000us
11,True,0.000us,0.000us,7.554ms,377.698ms,0.000us,377.698ms
11,False,89.917ms,3.956s,82.755ms,3.641s,24.102ms,0.000us
11,False,0.000us,0.000us,8.948ms,393.706ms,0.000us,393.706ms
11,True,202.651ms,10.133s,73.573ms,3.679s,29.642ms,0.000us
11,True,0.000us,0.000us,2.297ms,114.832ms,0.000us,114.832ms
11,False,78.419ms,3.450s,76.113ms,3.349s,15.579ms,0.000us
11,False,0.000us,0.000us,2.822ms,124.166ms,0.000us,124.166ms
12,True,210.216ms,10.511s,76.507ms,3.825s,38.429ms,0.000us
12,True,0.000us,0.000us,7.134ms,356.678ms,0.000us,356.678ms
12,False,90.416ms,3.978s,83.158ms,3.659s,24.584ms,0.000us
12,False,0.000us,0.000us,9.346ms,411.240ms,0.000us,411.240ms
12,True,202.074ms,10.104s,73.134ms,3.657s,27.753ms,0.000us
12,True,0.000us,0.000us,2.284ms,114.214ms,0.000us,114.214ms
12,False,78.562ms,3.457s,76.194ms,3.353s,15.366ms,0.000us
12,False,0.000us,0.000us,2.818ms,123.989ms,0.000us,123.989ms
13,True,210.793ms,10.540s,76.717ms,3.836s,37.369ms,0.000us
13,True,0.000us,0.000us,7.256ms,362.799ms,0.000us,362.799ms
13,False,90.404ms,3.978s,82.965ms,3.650s,24.671ms,0.000us
13,False,0.000us,0.000us,9.195ms,404.579ms,0.000us,404.579ms
13,True,202.247ms,10.112s,73.179ms,3.659s,28.839ms,0.000us
13,True,0.000us,0.000us,2.291ms,114.556ms,0.000us,114.556ms
13,False,78.565ms,3.457s,76.197ms,3.353s,15.832ms,0.000us
13,False,0.000us,0.000us,2.867ms,126.144ms,0.000us,126.144ms
14,True,210.891ms,10.545s,76.632ms,3.832s,39.749ms,0.000us
14,True,0.000us,0.000us,7.224ms,361.183ms,0.000us,361.183ms
14,False,90.322ms,3.974s,83.166ms,3.659s,24.168ms,0.000us
14,False,0.000us,0.000us,9.323ms,410.227ms,0.000us,410.227ms
14,True,202.095ms,10.105s,73.215ms,3.661s,30.807ms,0.000us
14,True,0.000us,0.000us,2.290ms,114.506ms,0.000us,114.506ms
14,False,78.526ms,3.455s,76.171ms,3.352s,15.751ms,0.000us
14,False,0.000us,0.000us,2.870ms,126.266ms,0.000us,126.266ms
