epoch,is_train,cpu_time_str,cpu_time_total_str,device_time_str,device_time_total_str,self_cpu_time_total_str,self_device_time_total_str
10,True,0.000us,0.000us,4.207ms,210.371ms,0.000us,210.371ms
10,False,146.786ms,6.165s,143.868ms,6.042s,19.265ms,0.000us
10,False,0.000us,0.000us,5.104ms,214.364ms,0.000us,214.364ms
10,True,122.791ms,6.140s,118.444ms,5.922s,20.430ms,0.000us
10,True,0.000us,0.000us,4.097ms,204.826ms,0.000us,204.826ms
10,False,146.628ms,6.158s,143.835ms,6.041s,18.041ms,0.000us
10,False,0.000us,0.000us,5.066ms,212.754ms,0.000us,212.754ms
10,True,122.880ms,6.144s,118.396ms,5.920s,21.090ms,0.000us
10,True,0.000us,0.000us,4.061ms,203.073ms,0.000us,203.073ms
10,False,146.831ms,6.167s,144.022ms,6.049s,19.133ms,0.000us
10,False,0.000us,0.000us,5.195ms,218.177ms,0.000us,218.177ms
10,True,122.840ms,6.142s,118.368ms,5.918s,21.184ms,0.000us
10,True,0.000us,0.000us,4.186ms,209.307ms,0.000us,209.307ms
10,False,146.743ms,6.163s,143.922ms,6.045s,18.842ms,0.000us
10,False,0.000us,0.000us,5.238ms,219.976ms,0.000us,219.976ms
10,True,122.772ms,6.139s,118.430ms,5.921s,20.350ms,0.000us
10,True,0.000us,0.000us,4.214ms,210.677ms,0.000us,210.677ms
10,True,140.436ms,7.022s,130.178ms,6.509s,32.266ms,0.000us
10,True,0.000us,0.000us,14.418ms,720.913ms,0.000us,720.913ms
10,True,122.617ms,6.131s,118.320ms,5.916s,20.623ms,0.000us
10,True,0.000us,0.000us,4.097ms,204.852ms,0.000us,204.852ms
10,False,146.784ms,6.165s,144.008ms,6.048s,17.981ms,0.000us
10,False,0.000us,0.000us,5.084ms,213.547ms,0.000us,213.547ms
10,True,122.637ms,6.132s,118.383ms,5.919s,20.254ms,0.000us
10,True,0.000us,0.000us,4.078ms,203.913ms,0.000us,203.913ms
10,False,146.766ms,6.164s,143.999ms,6.048s,17.833ms,0.000us
10,False,0.000us,0.000us,5.213ms,218.933ms,0.000us,218.933ms
10,True,123.085ms,6.154s,118.378ms,5.919s,22.584ms,0.000us
10,True,0.000us,0.000us,4.191ms,209.547ms,0.000us,209.547ms
10,False,146.927ms,6.171s,144.134ms,6.054s,18.559ms,0.000us
10,False,0.000us,0.000us,5.221ms,219.271ms,0.000us,219.271ms
10,True,123.045ms,6.152s,118.545ms,5.927s,21.616ms,0.000us
10,True,0.000us,0.000us,4.196ms,209.815ms,0.000us,209.815ms
10,False,147.052ms,6.176s,144.129ms,6.053s,18.911ms,0.000us
10,False,0.000us,0.000us,5.229ms,219.601ms,0.000us,219.601ms
10,True,123.094ms,6.155s,118.666ms,5.933s,21.023ms,0.000us
10,True,0.000us,0.000us,4.200ms,209.977ms,0.000us,209.977ms
10,False,146.801ms,6.166s,143.816ms,6.040s,19.397ms,0.000us
10,False,0.000us,0.000us,5.238ms,219.988ms,0.000us,219.988ms
10,True,122.787ms,6.139s,118.287ms,5.914s,21.415ms,0.000us
10,True,0.000us,0.000us,4.207ms,210.350ms,0.000us,210.350ms
10,False,147.049ms,6.176s,144.248ms,6.058s,18.155ms,0.000us
10,False,0.000us,0.000us,5.187ms,217.835ms,0.000us,217.835ms
10,True,122.834ms,6.142s,118.301ms,5.915s,21.912ms,0.000us
10,True,0.000us,0.000us,4.172ms,208.617ms,0.000us,208.617ms
10,False,146.953ms,6.172s,144.154ms,6.054s,18.233ms,0.000us
10,False,0.000us,0.000us,5.173ms,217.255ms,0.000us,217.255ms
10,True,123.250ms,6.162s,118.386ms,5.919s,23.753ms,0.000us
10,True,0.000us,0.000us,4.168ms,208.400ms,0.000us,208.400ms
10,False,146.843ms,6.167s,144.058ms,6.050s,17.947ms,0.000us
10,False,0.000us,0.000us,5.224ms,219.419ms,0.000us,219.419ms
10,True,122.784ms,6.139s,118.436ms,5.922s,20.160ms,0.000us
10,True,0.000us,0.000us,4.134ms,206.704ms,0.000us,206.704ms
10,False,146.879ms,6.169s,143.963ms,6.046s,18.735ms,0.000us
10,False,0.000us,0.000us,5.113ms,214.738ms,0.000us,214.738ms
10,True,122.726ms,6.136s,118.359ms,5.918s,20.911ms,0.000us
10,True,0.000us,0.000us,4.105ms,205.231ms,0.000us,205.231ms
10,False,146.857ms,6.168s,143.632ms,6.033s,21.653ms,0.000us
10,False,0.000us,0.000us,5.017ms,210.699ms,0.000us,210.699ms
10,True,122.757ms,6.138s,118.220ms,5.911s,22.047ms,0.000us
10,True,0.000us,0.000us,4.028ms,201.409ms,0.000us,201.409ms
10,False,146.762ms,6.164s,143.946ms,6.046s,18.184ms,0.000us
10,False,0.000us,0.000us,5.138ms,215.805ms,0.000us,215.805ms
10,True,122.859ms,6.143s,118.237ms,5.912s,21.909ms,0.000us
10,True,0.000us,0.000us,4.143ms,207.148ms,0.000us,207.148ms
10,True,140.311ms,7.016s,130.253ms,6.513s,31.250ms,0.000us
10,True,0.000us,0.000us,14.564ms,728.210ms,0.000us,728.210ms
11,True,363.092ms,18.155s,125.250ms,6.263s,32.429ms,0.000us
11,True,0.000us,0.000us,4.143ms,207.159ms,0.000us,207.159ms
11,False,145.492ms,6.111s,142.854ms,6.000s,16.396ms,0.000us
11,False,0.000us,0.000us,5.215ms,219.029ms,0.000us,219.029ms
10,True,139.470ms,6.973s,129.845ms,6.492s,29.628ms,0.000us
10,True,0.000us,0.000us,14.122ms,706.112ms,0.000us,706.112ms
10,False,170.495ms,7.161s,161.282ms,6.774s,30.173ms,0.000us
10,False,0.000us,0.000us,18.383ms,772.074ms,0.000us,772.074ms
10,True,140.139ms,7.007s,129.869ms,6.493s,31.486ms,0.000us
10,True,0.000us,0.000us,14.501ms,725.074ms,0.000us,725.074ms
10,False,170.860ms,7.176s,161.375ms,6.778s,30.942ms,0.000us
10,False,0.000us,0.000us,18.179ms,763.500ms,0.000us,763.500ms
12,True,362.005ms,18.100s,124.836ms,6.242s,33.821ms,0.000us
12,True,0.000us,0.000us,4.151ms,207.560ms,0.000us,207.560ms
12,False,145.585ms,6.115s,142.983ms,6.005s,16.236ms,0.000us
12,False,0.000us,0.000us,5.084ms,213.542ms,0.000us,213.542ms
10,True,139.721ms,6.986s,129.995ms,6.500s,30.925ms,0.000us
10,True,0.000us,0.000us,14.297ms,714.845ms,0.000us,714.845ms
10,False,173.402ms,7.283s,162.871ms,6.841s,33.504ms,0.000us
10,False,0.000us,0.000us,20.076ms,843.184ms,0.000us,843.184ms
13,True,362.705ms,18.135s,124.959ms,6.248s,32.360ms,0.000us
13,True,0.000us,0.000us,4.141ms,207.069ms,0.000us,207.069ms
13,False,145.388ms,6.106s,142.872ms,6.001s,15.964ms,0.000us
13,False,0.000us,0.000us,5.009ms,210.364ms,0.000us,210.364ms
11,True,387.543ms,19.377s,140.222ms,7.011s,41.404ms,0.000us
11,True,0.000us,0.000us,14.585ms,729.275ms,0.000us,729.275ms
11,False,168.961ms,7.096s,160.040ms,6.722s,28.641ms,0.000us
11,False,0.000us,0.000us,18.311ms,769.047ms,0.000us,769.047ms
14,True,361.400ms,18.070s,124.688ms,6.234s,28.718ms,0.000us
14,True,0.000us,0.000us,4.131ms,206.573ms,0.000us,206.573ms
14,False,145.419ms,6.108s,142.843ms,5.999s,16.255ms,0.000us
14,False,0.000us,0.000us,5.187ms,217.850ms,0.000us,217.850ms
12,True,386.896ms,19.345s,139.632ms,6.982s,40.811ms,0.000us
12,True,0.000us,0.000us,13.956ms,697.822ms,0.000us,697.822ms
12,False,171.540ms,7.205s,161.508ms,6.783s,30.823ms,0.000us
12,False,0.000us,0.000us,20.251ms,850.552ms,0.000us,850.552ms
13,True,387.092ms,19.355s,139.643ms,6.982s,45.129ms,0.000us
13,True,0.000us,0.000us,14.180ms,708.976ms,0.000us,708.976ms
13,False,167.969ms,7.055s,159.719ms,6.708s,27.019ms,0.000us
13,False,0.000us,0.000us,18.187ms,763.836ms,0.000us,763.836ms
14,True,387.376ms,19.369s,139.527ms,6.976s,45.401ms,0.000us
14,True,0.000us,0.000us,14.262ms,713.102ms,0.000us,713.102ms
14,False,171.927ms,7.221s,161.977ms,6.803s,30.889ms,0.000us
14,False,0.000us,0.000us,20.692ms,869.059ms,0.000us,869.059ms
