epoch,is_train,cpu_time_str,cpu_time_total_str,device_time_str,device_time_total_str,self_cpu_time_total_str,self_device_time_total_str
10,False,357.674ms,4.650s,354.810ms,4.613s,3.352ms,0.000us
10,False,0.000us,0.000us,28.776ms,374.085ms,0.000us,374.085ms
10,True,523.567ms,26.178s,519.183ms,25.959s,13.334ms,0.000us
10,True,0.000us,0.000us,23.757ms,1.188s,0.000us,1.188s
10,False,358.445ms,4.660s,355.718ms,4.624s,3.056ms,0.000us
10,False,0.000us,0.000us,28.132ms,365.721ms,0.000us,365.721ms
10,True,531.422ms,26.571s,527.291ms,26.365s,13.132ms,0.000us
10,True,0.000us,0.000us,23.450ms,1.173s,0.000us,1.173s
10,False,357.698ms,4.650s,354.903ms,4.614s,3.116ms,0.000us
10,False,0.000us,0.000us,28.984ms,376.797ms,0.000us,376.797ms
10,True,493.569ms,24.678s,489.220ms,24.461s,13.193ms,0.000us
10,True,0.000us,0.000us,24.145ms,1.207s,0.000us,1.207s
10,False,356.777ms,4.638s,353.757ms,4.599s,3.331ms,0.000us
10,False,0.000us,0.000us,27.977ms,363.701ms,0.000us,363.701ms
10,True,526.766ms,26.338s,522.353ms,26.118s,13.420ms,0.000us
10,True,0.000us,0.000us,23.166ms,1.158s,0.000us,1.158s
10,False,358.010ms,4.654s,355.136ms,4.617s,3.384ms,0.000us
10,False,0.000us,0.000us,28.305ms,367.964ms,0.000us,367.964ms
10,True,518.703ms,25.935s,514.331ms,25.717s,13.226ms,0.000us
10,True,0.000us,0.000us,23.140ms,1.157s,0.000us,1.157s
10,False,358.005ms,4.654s,354.943ms,4.614s,3.651ms,0.000us
10,False,0.000us,0.000us,28.349ms,368.537ms,0.000us,368.537ms
10,True,514.556ms,25.728s,510.408ms,25.520s,13.207ms,0.000us
10,True,0.000us,0.000us,23.599ms,1.180s,0.000us,1.180s
10,False,357.788ms,4.651s,354.646ms,4.610s,3.411ms,0.000us
10,False,0.000us,0.000us,28.772ms,374.030ms,0.000us,374.030ms
10,True,504.457ms,25.223s,499.995ms,25.000s,14.733ms,0.000us
10,True,0.000us,0.000us,24.290ms,1.214s,0.000us,1.214s
10,False,356.561ms,4.635s,353.714ms,4.598s,3.331ms,0.000us
10,False,0.000us,0.000us,27.795ms,361.334ms,0.000us,361.334ms
10,True,490.514ms,24.526s,486.082ms,24.304s,13.853ms,0.000us
10,True,0.000us,0.000us,23.281ms,1.164s,0.000us,1.164s
10,False,356.347ms,4.633s,353.418ms,4.594s,3.637ms,0.000us
10,False,0.000us,0.000us,28.488ms,370.347ms,0.000us,370.347ms
10,True,536.518ms,26.826s,531.992ms,26.600s,13.104ms,0.000us
10,True,0.000us,0.000us,23.304ms,1.165s,0.000us,1.165s
10,False,349.882ms,4.548s,346.625ms,4.506s,3.921ms,0.000us
10,False,0.000us,0.000us,29.967ms,389.573ms,0.000us,389.573ms
10,True,461.235ms,23.062s,456.956ms,22.848s,13.251ms,0.000us
10,True,0.000us,0.000us,23.500ms,1.175s,0.000us,1.175s
10,False,342.117ms,4.448s,338.957ms,4.406s,3.801ms,0.000us
10,False,0.000us,0.000us,29.970ms,389.607ms,0.000us,389.607ms
10,True,325.469ms,16.273s,320.712ms,16.036s,15.602ms,0.000us
10,True,0.000us,0.000us,24.123ms,1.206s,0.000us,1.206s
10,False,357.466ms,4.647s,354.119ms,4.604s,4.040ms,0.000us
10,False,0.000us,0.000us,29.722ms,386.388ms,0.000us,386.388ms
10,True,288.370ms,14.418s,282.775ms,14.139s,17.755ms,0.000us
10,True,0.000us,0.000us,26.311ms,1.316s,0.000us,1.316s
10,False,338.038ms,4.394s,334.669ms,4.351s,4.092ms,0.000us
10,False,0.000us,0.000us,29.410ms,382.334ms,0.000us,382.334ms
10,True,274.743ms,13.737s,269.590ms,13.480s,15.644ms,0.000us
10,True,0.000us,0.000us,24.633ms,1.232s,0.000us,1.232s
10,False,340.186ms,4.422s,337.073ms,4.382s,3.707ms,0.000us
10,False,0.000us,0.000us,29.708ms,386.209ms,0.000us,386.209ms
10,True,282.201ms,14.110s,277.327ms,13.866s,15.004ms,0.000us
10,True,0.000us,0.000us,24.829ms,1.241s,0.000us,1.241s
10,False,343.350ms,4.464s,340.302ms,4.424s,3.687ms,0.000us
10,False,0.000us,0.000us,28.994ms,376.920ms,0.000us,376.920ms
10,True,279.923ms,13.996s,274.444ms,13.722s,16.272ms,0.000us
10,True,0.000us,0.000us,25.328ms,1.266s,0.000us,1.266s
10,False,338.541ms,4.401s,335.817ms,4.366s,3.120ms,0.000us
10,False,0.000us,0.000us,30.749ms,399.741ms,0.000us,399.741ms
10,True,299.670ms,14.984s,294.980ms,14.749s,14.763ms,0.000us
10,True,0.000us,0.000us,25.185ms,1.259s,0.000us,1.259s
10,False,356.931ms,4.640s,354.067ms,4.603s,3.375ms,0.000us
10,False,0.000us,0.000us,28.625ms,372.125ms,0.000us,372.125ms
11,True,1.569s,78.434s,522.762ms,26.138s,14.321ms,0.000us
11,True,0.000us,0.000us,23.416ms,1.171s,0.000us,1.171s
11,False,347.462ms,4.517s,344.248ms,4.475s,3.758ms,0.000us
11,False,0.000us,0.000us,30.428ms,395.559ms,0.000us,395.559ms
12,True,1.577s,78.839s,509.222ms,25.461s,13.596ms,0.000us
12,True,0.000us,0.000us,24.049ms,1.202s,0.000us,1.202s
12,False,345.200ms,4.488s,342.186ms,4.448s,3.398ms,0.000us
12,False,0.000us,0.000us,29.376ms,381.885ms,0.000us,381.885ms
13,True,1.598s,79.883s,517.535ms,25.877s,16.606ms,0.000us
13,True,0.000us,0.000us,24.974ms,1.249s,0.000us,1.249s
13,False,344.386ms,4.477s,341.234ms,4.436s,3.581ms,0.000us
13,False,0.000us,0.000us,29.541ms,384.039ms,0.000us,384.039ms
14,True,1.311s,65.563s,431.357ms,21.568s,15.247ms,0.000us
14,True,0.000us,0.000us,23.925ms,1.196s,0.000us,1.196s
14,False,494.861ms,6.433s,337.953ms,4.393s,3.428ms,0.000us
14,False,0.000us,0.000us,30.123ms,391.598ms,0.000us,391.598ms
15,True,1.010s,50.506s,341.513ms,17.076s,16.059ms,0.000us
15,True,0.000us,0.000us,23.357ms,1.168s,0.000us,1.168s
15,False,345.551ms,4.492s,342.648ms,4.454s,3.311ms,0.000us
15,False,0.000us,0.000us,28.945ms,376.289ms,0.000us,376.289ms
16,True,1.623s,81.138s,509.371ms,25.469s,14.170ms,0.000us
16,True,0.000us,0.000us,24.214ms,1.211s,0.000us,1.211s
16,False,343.972ms,4.472s,340.770ms,4.430s,3.828ms,0.000us
16,False,0.000us,0.000us,27.849ms,362.040ms,0.000us,362.040ms
17,True,1.615s,80.760s,525.447ms,26.272s,16.121ms,0.000us
17,True,0.000us,0.000us,22.975ms,1.149s,0.000us,1.149s
17,False,345.169ms,4.487s,341.984ms,4.446s,3.748ms,0.000us
17,False,0.000us,0.000us,28.676ms,372.790ms,0.000us,372.790ms
18,True,1.517s,75.843s,529.704ms,26.485s,14.466ms,0.000us
18,True,0.000us,0.000us,24.385ms,1.219s,0.000us,1.219s
18,False,340.812ms,4.431s,337.529ms,4.388s,4.020ms,0.000us
18,False,0.000us,0.000us,29.183ms,379.381ms,0.000us,379.381ms
19,True,1.307s,65.364s,443.568ms,22.178s,16.430ms,0.000us
19,True,0.000us,0.000us,23.203ms,1.160s,0.000us,1.160s
19,False,345.641ms,4.493s,342.658ms,4.455s,3.548ms,0.000us
19,False,0.000us,0.000us,28.080ms,365.044ms,0.000us,365.044ms
