epoch,is_train,cpu_time_str,cpu_time_total_str,device_time_str,device_time_total_str,self_cpu_time_total_str,self_device_time_total_str
10,True,70.535ms,3.527s,66.241ms,3.312s,20.499ms,0.000us
10,True,0.000us,0.000us,2.225ms,111.259ms,0.000us,111.259ms
10,False,79.760ms,3.509s,77.424ms,3.407s,15.863ms,0.000us
10,False,0.000us,0.000us,2.702ms,118.901ms,0.000us,118.901ms
10,True,70.520ms,3.526s,66.096ms,3.305s,21.564ms,0.000us
10,True,0.000us,0.000us,2.222ms,111.078ms,0.000us,111.078ms
10,False,79.854ms,3.514s,77.408ms,3.406s,16.169ms,0.000us
10,False,0.000us,0.000us,2.790ms,122.778ms,0.000us,122.778ms
10,True,70.625ms,3.531s,66.149ms,3.307s,22.136ms,0.000us
10,True,0.000us,0.000us,2.221ms,111.064ms,0.000us,111.064ms
10,False,80.044ms,3.522s,77.729ms,3.420s,15.410ms,0.000us
10,False,0.000us,0.000us,2.771ms,121.945ms,0.000us,121.945ms
10,True,70.518ms,3.526s,66.117ms,3.306s,21.334ms,0.000us
10,True,0.000us,0.000us,2.192ms,109.576ms,0.000us,109.576ms
10,False,79.635ms,3.504s,77.179ms,3.396s,15.180ms,0.000us
10,False,0.000us,0.000us,2.785ms,122.556ms,0.000us,122.556ms
10,True,70.771ms,3.539s,66.288ms,3.314s,20.630ms,0.000us
10,True,0.000us,0.000us,2.247ms,112.353ms,0.000us,112.353ms
10,False,79.419ms,3.494s,77.110ms,3.393s,15.755ms,0.000us
10,False,0.000us,0.000us,2.785ms,122.540ms,0.000us,122.540ms
11,True,203.086ms,10.154s,73.615ms,3.681s,27.817ms,0.000us
11,True,0.000us,0.000us,2.217ms,110.864ms,0.000us,110.864ms
11,False,78.526ms,3.455s,76.054ms,3.346s,16.954ms,0.000us
11,False,0.000us,0.000us,2.786ms,122.589ms,0.000us,122.589ms
12,True,202.405ms,10.120s,73.117ms,3.656s,30.580ms,0.000us
12,True,0.000us,0.000us,2.217ms,110.871ms,0.000us,110.871ms
12,False,78.538ms,3.456s,76.162ms,3.351s,15.619ms,0.000us
12,False,0.000us,0.000us,2.735ms,120.322ms,0.000us,120.322ms
13,True,202.199ms,10.110s,73.217ms,3.661s,31.819ms,0.000us
13,True,0.000us,0.000us,2.209ms,110.458ms,0.000us,110.458ms
13,False,78.608ms,3.459s,75.938ms,3.341s,17.785ms,0.000us
13,False,0.000us,0.000us,2.758ms,121.336ms,0.000us,121.336ms
14,True,202.308ms,10.115s,73.104ms,3.655s,32.148ms,0.000us
14,True,0.000us,0.000us,2.216ms,110.782ms,0.000us,110.782ms
14,False,78.476ms,3.453s,76.116ms,3.349s,15.745ms,0.000us
14,False,0.000us,0.000us,2.739ms,120.534ms,0.000us,120.534ms
15,True,202.299ms,10.115s,73.238ms,3.662s,30.602ms,0.000us
15,True,0.000us,0.000us,2.216ms,110.793ms,0.000us,110.793ms
15,False,78.734ms,3.464s,76.161ms,3.351s,17.423ms,0.000us
15,False,0.000us,0.000us,2.810ms,123.629ms,0.000us,123.629ms
16,True,202.176ms,10.109s,73.007ms,3.650s,31.476ms,0.000us
16,True,0.000us,0.000us,2.223ms,111.161ms,0.000us,111.161ms
16,False,78.531ms,3.455s,76.165ms,3.351s,15.917ms,0.000us
16,False,0.000us,0.000us,2.769ms,121.840ms,0.000us,121.840ms
17,True,201.993ms,10.100s,73.155ms,3.658s,28.387ms,0.000us
17,True,0.000us,0.000us,2.215ms,110.750ms,0.000us,110.750ms
17,False,78.597ms,3.458s,75.849ms,3.337s,18.013ms,0.000us
17,False,0.000us,0.000us,2.810ms,123.631ms,0.000us,123.631ms
18,True,202.252ms,10.113s,72.992ms,3.650s,29.360ms,0.000us
18,True,0.000us,0.000us,2.219ms,110.958ms,0.000us,110.958ms
18,False,78.614ms,3.459s,76.305ms,3.357s,15.442ms,0.000us
18,False,0.000us,0.000us,2.784ms,122.517ms,0.000us,122.517ms
19,True,202.151ms,10.108s,73.103ms,3.655s,29.300ms,0.000us
19,True,0.000us,0.000us,2.223ms,111.134ms,0.000us,111.134ms
19,False,78.610ms,3.459s,75.894ms,3.339s,18.179ms,0.000us
19,False,0.000us,0.000us,2.805ms,123.431ms,0.000us,123.431ms
